Time,HeaterTemp,HeaterPWM,MotorSpeed,MotorPWM,Battery,BatteryV,BatteryT,Event
2025-03-14 16:07:14,0.00,0.00,0.00,0.00,99,4.14,23.30,Boot Starting battery voltage: 4.14
2025-03-14 16:07:14,0.00,0.00,0.00,0.00,99,4.14,23.30,Boot POWER.RESETREAS=0x00000006 RESETPIN=0 DOG=1 SREQ=1 LOCKUP=0 OFF=0 LPCOMP=0 DIF=0 NFC=0 VBUS=0
2025-03-14 16:07:14,0.00,0.00,0.00,0.00,99,4.14,23.30,Boot GPREGRET2: 0x1 SN: CB03122A669B
