Time,HeaterTemp,HeaterPWM,MotorSpeed,MotorPWM,Battery,BatteryV,BatteryT,Event
2025-03-19 11:40:06,0.00,0.00,0.00,0.00,98,4.12,22.93,Boot Starting battery voltage: 4.13
2025-03-19 11:40:06,0.00,0.00,0.00,0.00,98,4.12,22.93,Boot POWER.RESETREAS=0x00000000 RESETPIN=0 DOG=0 SREQ=0 LOCKUP=0 OFF=0 LPCOMP=0 DIF=0 NFC=0 VBUS=0
2025-03-19 11:40:06,0.00,0.00,0.00,0.00,98,4.12,22.97,Boot GPREGRET2: 0x1 SN: CB03122A669B
