Time,HeaterTemp,HeaterPWM,MotorSpeed,MotorPWM,Battery,BatteryV,BatteryT,Event
2025-03-14 16:05:17,0.00,0.00,0.00,0.00,35,4.11,22.91,Boot Starting battery voltage: 4.11
2025-03-14 16:05:17,0.00,0.00,0.00,0.00,35,4.11,22.91,Boot POWER.RESETREAS=0x00000006 RESETPIN=0 DOG=1 SREQ=1 LOCKUP=0 OFF=0 LPCOMP=0 DIF=0 NFC=0 VBUS=0
2025-03-14 16:05:17,0.00,0.00,0.00,0.00,35,4.11,23.13,Boot GPREGRET2: 0x1 SN: CD3401797A2D
