Time,HeaterTemp,HeaterPWM,MotorSpeed,MotorPWM,Battery,BatteryV,BatteryT,Event
2025-04-01 12:29:35,0.00,0.00,0.00,0.00,99,4.19,22.60,Boot Starting battery voltage: 4.19
2025-04-01 12:29:36,0.00,0.00,0.00,0.00,99,4.19,22.60,Boot POWER.RESETREAS=0x00000000 RESETPIN=0 DOG=0 SREQ=0 LOCKUP=0 OFF=0 LPCOMP=0 DIF=0 NFC=0 VBUS=0
2025-04-01 12:29:36,0.00,0.00,0.00,0.00,99,4.19,22.60,Boot GPREGRET2: 0x1 SN: CD3401797A2D
