Time,HeaterTemp,HeaterPWM,MotorSpeed,MotorPWM,Battery,BatteryV,BatteryT,Event
2025-03-14 15:38:59,0.00,0.00,0.00,0.00,99,4.15,24.11,Boot Starting battery voltage: 4.15
2025-03-14 15:39:00,0.00,0.00,0.00,0.00,99,4.15,24.11,Boot POWER.RESETREAS=0x00000006 RESETPIN=0 DOG=1 SREQ=1 LOCKUP=0 OFF=0 LPCOMP=0 DIF=0 NFC=0 VBUS=0
2025-03-14 15:39:00,0.00,0.00,0.00,0.00,99,4.15,24.11,Boot GPREGRET2: 0x1 SN: E6304722152B
