Time,HeaterTemp,HeaterPWM,MotorSpeed,MotorPWM,Battery,BatteryV,BatteryT,Event
2025-04-03 13:42:26,0.00,0.00,0.00,0.00,93,4.16,23.21,Boot Starting battery voltage: 4.16
2025-04-03 13:42:26,0.00,0.00,0.00,0.00,93,4.16,23.21,Boot POWER.RESETREAS=0x00000000 RESETPIN=0 DOG=0 SREQ=0 LOCKUP=0 OFF=0 LPCOMP=0 DIF=0 NFC=0 VBUS=0
2025-04-03 13:42:26,0.00,0.00,0.00,0.00,93,4.16,23.21,Boot GPREGRET2: 0x1 SN: CC5ECB0ED36A
